Token	Diversity	DiversityEntropy	CountPerThousand	MLU
suitcase	192	6.49750280380249	0.02355456602585756	6.909090909090909
separate	177	6.802726745605469	0.011375784728397117	10.4
un	135	6.559635639190674	0.010974286443865455	5.695121951219512
tellin	176	6.188189506530762	0.01579226585824541	8.771186440677965
nicer	102	6.032527446746826	0.006557805314017162	8.183673469387756
pile	263	6.010412216186523	0.03693784217691299	10.626811594202898
edge	198	5.938251495361328	0.01713059347335095	10.515625
cleanin	68	5.492758750915527	0.004684146652869401	6.428571428571429
stung	66	4.596020698547363	0.007896132929122704	7.661016949152542
robot	137	5.790945053100586	0.017264426234861508	5.852713178294573
heavens	35	4.315073013305664	0.005219477698911619	5.076923076923077
jonathan	128	6.087824821472168	0.012847945105013215	5.59375
yelled	150	6.396579265594482	0.009769791590270466	8.876712328767123
carpet	197	5.0782060623168945	0.03158453171649082	12.025423728813559
asparagus	58	3.973698139190674	0.006423972552506607	7.291666666666667
babysit	104	6.105079650878906	0.006423972552506607	9.729166666666666
microwave	94	5.260195255279541	0.0077623001676121505	9.258620689655173
diet	146	6.2431817054748535	0.013249443389544877	9.090909090909092
franklin	90	6.071308135986328	0.005353310460422173	10.1
reminds	294	5.43388032913208	0.0542022684117745	12.251851851851852
spoonful	70	5.402687072753906	0.004684146652869401	7.6
seatbelt	62	5.324501991271973	0.005620975983443281	8.452380952380953
picture	1071	6.959553241729736	0.437231631854981	8.751147842056932
st	191	6.823563575744629	0.013517108912565986	9.089108910891088
raphael	38	3.5807595252990723	0.005620975983443281	7.190476190476191
backyard	203	6.0309038162231445	0.01820125556543539	11.411764705882353
untied	76	5.597898483276367	0.005219477698911619	9.333333333333334
poopie	99	5.477814197540283	0.015390767573713746	4.860869565217391
eagle	120	5.740757942199707	0.018067422803924833	5.562962962962963
max	188	6.830894947052002	0.02261773669528368	5.976331360946745
sews	84	5.756860733032227	0.005754808744953836	7.604651162790698
neighbors	105	6.218654155731201	0.005353310460422173	9.975
motor	240	6.543636798858643	0.02944320753232195	8.931818181818182
dries	81	5.567470550537109	0.0049518121758905095	9.216216216216216
popular	90	5.9210968017578125	0.006290139790996053	8.340425531914894
prefer	190	6.179872512817383	0.01766592451939317	11.068181818181818
sniffs	17	2.7864315509796143	0.006156307029485499	9.043478260869565
thomas	384	7.55169153213501	0.048179794143799554	7.527777777777778
last	1439	7.529437065124512	0.49906236767285705	10.545722713864306
lookin	441	6.67475700378418	0.0746786809228893	7.473118279569892
albert	84	6.084604740142822	0.005353310460422173	7.05
connected	108	5.945181846618652	0.006290139790996053	10.680851063829786
shake	350	4.76201057434082	0.19539583180540931	5.260273972602739
swings	129	5.93630838394165	0.011509617489907671	8.36046511627907
newspapers	78	5.758081912994385	0.004817979414379956	8.5
yu	37	4.810335636138916	0.0049518121758905095	2.918918918918919
melanie	72	5.5272955894470215	0.004817979414379956	8.777777777777779
inv	155	6.493766784667969	0.012446446820481552	9.881720430107526
sail	131	6.041862487792969	0.01110811920537601	7.228915662650603
pit	101	5.923410892486572	0.006156307029485499	9.521739130434783
woo	132	5.021172523498535	0.038543835315039646	3.34375
bro	606	7.752811908721924	0.14895586356124696	5.580413297394429
wednesday	214	5.227850914001465	0.05179327870458452	8.165374677002584
excused	65	4.559663772583008	0.010438955397823238	5.589743589743589
jaylen	64	5.453473091125488	0.016862927950329846	2.3492063492063493
lines	262	6.989234447479248	0.026498886779089754	8.919191919191919
porridge	78	5.70802640914917	0.005353310460422173	6.95
parents	323	7.230551719665527	0.027301883348153082	13.156862745098039
drawing	357	6.797546863555908	0.06089390648730222	7.564835164835165
lovely	235	6.701056003570557	0.024357562594920886	7.670329670329671
sing	614	6.787436485290527	0.2097159372870386	6.578174856413529
how_come	143	6.311378479003906	0.01579226585824541	5.330508474576271
lazy	121	6.299504280090332	0.010171289874802128	5.947368421052632
fi	158	6.613511085510254	0.01177728301292878	7.3522727272727275
rabbit	599	6.92609977722168	0.15069568946088416	6.428952042628774
wheelbarrow	81	5.609317779541016	0.006691638075527716	6.48
regular	404	7.194723129272461	0.040149828453166295	9.726666666666667
softly	85	4.621377944946289	0.013517108912565986	6.742574257425742
shit	127	6.2439494132995605	0.013249443389544877	4.757575757575758
daniel	222	7.095335483551025	0.02756954887117419	5.436893203883495
ta	384	7.22213077545166	0.04403097853697237	7.7993920972644375
glasses	438	7.302731513977051	0.08177181728294869	6.855973813420622
beer	185	6.682120323181152	0.0216809073647098	6.012345679012345
brand	127	6.013883590698242	0.009502126067249357	8.126760563380282
metal	246	7.00103759765625	0.024892893640963105	8.602150537634408
goofy	179	6.57065486907959	0.026766552302110863	4.760000000000001
combination	109	5.717525959014893	0.007896132929122704	8.474576271186441
social	102	6.294151782989502	0.005219477698911619	13.179487179487179
gabe	157	6.746592044830322	0.013650941674076541	6.784313725490196
setting	117	6.109172344207764	0.007360801883080487	10.636363636363637
havin	265	6.746921539306641	0.02690038506362142	7.72636815920398
count	517	6.866390228271484	0.14748370318463086	6.166061705989111
usin	85	5.942593097686768	0.004817979414379956	7.25
float	120	6.263726234436035	0.007896132929122704	8.779661016949152
grumpy	81	5.900607109069824	0.0072269691215699336	6.333333333333333
puddy	111	6.259516716003418	0.008029965690633259	9.016666666666667
blinking	75	5.743902683258057	0.0049518121758905095	8.35135135135135
peacock	109	5.650796890258789	0.012847945105013215	5.604166666666667
absolutely	151	6.562988758087158	0.015256934812203192	6.0701754385964914
cowboys	110	6.103275299072266	0.009903624351781019	6.013513513513513
were	2580	7.818673133850098	1.3534507171562358	10.37150202709384
police	308	6.676272869110107	0.046573801005672905	7.830459770114943
april	221	6.927033424377441	0.023956064310389224	6.960893854748603
even	1586	7.902716159820557	0.43843612670857596	10.327533577533577
cookies	683	7.469888210296631	0.22992468427513232	6.847497089639115
ivory	44	4.178225517272949	0.006290139790996053	11.170212765957446
this	4134	7.759654998779297	10.569174674773006	6.973104731997012
quiet	446	6.90293550491333	0.11027819548469676	6.453883495145631
straw	181	6.464654445648193	0.0169967607118404	8.653543307086615
jane	140	6.644259452819824	0.013383276151055432	5.29
